code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
sh600018,2015-04-14,7.81,8.24,7.75,8.14,0.04092071611253201,210026100.0,1691840000.0,185227000000.0,185227000000.0,0.009229823157531031,45.18213776744193,2014-09-30 00:00:00,2014-10-30 00:00:00,31.017633209046185,6.51133843545584,17.996828493988343,3.56622517648891
sh600019,2015-04-14,7.56,7.65,7.43,7.55,-0.010484927916120546,210122300.0,1581480000.0,124003000000.0,124356000000.0,0.012793427296113803,15.508747718251273,2014-12-31 00:00:00,2015-03-27 00:00:00,21.46905186411085,0.6631217029457183,4.397247963433533,1.0883817910699065
sh600020,2015-04-14,7.09,7.22,6.89,7.22,0.10060975609756095,79828200.0,568050000.0,16226000000.0,16226000000.0,0.035520744730679156,25.818350706045372,2014-09-30 00:00:00,2014-10-31 00:00:00,29.03005701049896,5.291671959998772,5.802213357273696,2.2007070292104087
sh600021,2015-04-14,16.98,18.69,16.68,18.69,0.10005885815185422,136333900.0,2447880000.0,39992000000.0,39992000000.0,0.0637147577265453,36.15673466485395,2014-12-31 00:00:00,2015-03-27 00:00:00,30.167835824991048,2.4836549194705793,14.859455312314907,4.0977289723908665
sh600022,2015-04-14,4.19,4.44,4.13,4.34,0.033333333333333215,215171700.0,925390000.0,27933999999.999996,27933999999.999996,0.033430413761008096,18.588902724433467,2014-09-30 00:00:00,2014-10-31 00:00:00,-39.65200117213096,0.48001091333573537,27.753738336000502,2.322877951395056
sh600023,2015-04-14,8.16,8.9,8.13,8.55,0.0338573155985491,128239800.0,1079440000.0,6759999999.999999,101207000000.0,0.16219678846153848,11.487589641364341,2014-12-31 00:00:00,2015-04-09 00:00:00,16.968595198780648,2.290839028502057,9.709619905288621,2.328079497788325
sh600026,2015-04-14,10.18,10.48,10.02,10.32,0.014749262536873253,116782900.0,1198470000.0,28236000000.0,41611000000.0,0.04268308287292818,16.47452771520345,2014-12-31 00:00:00,2015-03-28 00:00:00,111.5954834164351,2.813597539813557,10.558601028456746,1.5897389320324247
sh600027,2015-04-14,7.17,7.84,7.09,7.84,0.09957924263674611,283829100.0,2159950000.0,46100000000.0,69049000000.0,0.048269417440347066,11.902035042491715,2014-12-31 00:00:00,2015-03-31 00:00:00,11.699641549247428,1.00952429515503,2.9060209863643105,2.1813315303960477
sh600028,2015-04-14,6.8,6.8,6.69,6.74,-0.011730205278592365,649371600.0,4380660000.0,644060000000.0,816019000000.0,0.006795585169083626,16.112227670203477,2014-12-31 00:00:00,2015-03-23 00:00:00,16.808068628745865,0.2821060518381792,5.373936498259319,1.3410096972462224
sh600029,2015-04-14,9.88,9.99,9.46,9.58,-0.030364372469635748,258844800.0,2490430000.0,67277000000.0,94052000000.0,0.03685855766458076,15.537836011859948,2014-12-31 00:00:00,2015-03-31 00:00:00,53.049222812273314,0.8683762741472962,6.2223105556497345,2.6454529689272497
sh600030,2015-04-14,35.38,35.68,34.21,35.19,-0.005370265686828857,498500500.0,17379740000.0,345378000000.0,387685000000.0,0.05079140129075969,177.52681571028288,2014-12-31 00:00:00,2015-03-24 00:00:00,34.19588434995561,21.001699172690966,12.739416716816097,3.91211424874263
sh600031,2015-04-14,10.52,10.99,10.37,10.67,0.012333965844402384,378770200.0,4058400000.0,81025000000.0,81268000000.0,0.0498793956680037,482.97371737453494,2014-09-30 00:00:00,2014-10-31 00:00:00,53.51448307938502,2.3787075304329366,15.76515822623725,3.2233257967571487
sh600033,2015-04-14,5.51,5.97,5.51,5.97,0.09944751381215466,210884000.0,1232180000.0,16384000000.0,16384000000.0,0.07684188720703125,36.11485330121313,2014-09-30 00:00:00,2014-10-31 00:00:00,27.58767060779564,6.115837774774866,8.85750032595839,2.135643611204648
sh600035,2015-04-14,9.16,9.5,9.16,9.5,0.09953703703703698,29701800.0,278100000.0,11506000000.0,11506000000.0,0.024523474708847557,20.664999040121554,2014-12-31 00:00:00,2015-03-04 00:00:00,40.53487990282912,10.180034122739574,16.252119470739245,3.0910374738950264
sh600036,2015-04-14,17.97,17.97,17.37,17.48,0.014509576320371531,658547600.0,11626310000.0,360593000000.0,440842000000.0,0.031923559381352384,72.38326275787105,2014-12-31 00:00:00,2015-03-19 00:00:00,7.884773880163118,2.8021154437800573,1.6197256309747796,1.4021628155657644
sh600037,2015-04-14,26.01,26.01,25.36,25.41,-0.025690184049079634,19958400.0,509710000.0,27083999999.999996,27083999999.999996,0.01872481701373505,125.61438514518439,2014-12-31 00:00:00,2015-03-21 00:00:00,45.1371349758612,10.410219774616492,21.439508527959475,4.081782376957567
sh600038,2015-04-14,46.53,47.48,45.9,46.56,-0.003424657534246478,12256300.0,571400000.0,18533000000.0,27445999999.999996,0.030791200992823616,134.422863401142,2014-12-31 00:00:00,2015-03-31 00:00:00,82.70863679965895,2.203538733653361,-107.03472881546857,4.445652188442948
sh600039,2015-04-14,7.27,7.6,7.16,7.41,0.02066115702479343,183120500.0,1360240000.0,14977000000.000002,22376000000.0,0.09060044768645255,53.91502556125741,2014-09-30 00:00:00,2014-10-31 00:00:00,16.302223849127035,0.4058427060962785,5.0964533573913755,1.5845123678308153
sh600048,2015-04-14,12.95,13.16,12.61,12.84,-0.012307692307692353,392186200.0,5044530000.0,137819000000.0,137822000000.0,0.036538291585340194,228.23795725672554,2014-12-31 00:00:00,2015-03-17 00:00:00,11.292333872775515,1.2632899671208995,-13.173180779996432,2.2434621521099567
sh600050,2015-04-14,6.24,6.27,6.11,6.17,-0.017515923566879033,412082600.0,2549570000.0,130783000000.0,130783000000.0,0.019440979653318854,9.371313717762042,2014-12-31 00:00:00,2015-03-04 00:00:00,32.84578526775008,0.4532104054633916,1.414957062000496,1.6910938420424408
sh600051,2015-04-14,14.25,14.87,13.33,13.37,-0.011094674556213047,60431800.0,852210000.0,4043000000.0,4156000000.0,0.1998449581993569,57.18337126485271,2014-12-31 00:00:00,2015-03-31 00:00:00,36.365515590660834,0.9356011783396501,-21.126081783376286,2.236061160704729
sh600052,2015-04-14,8.5,8.55,8.29,8.33,-0.038106235565819824,45111200.0,379740000.0,7262000000.0,7262000000.0,0.05174556540897824,30.894148469209018,2014-12-31 00:00:00,2015-02-10 00:00:00,34.25134901834222,4.128125871693467,-13.950195577399109,3.6246389322752974
sh600054,2015-04-14,20.2,20.99,20.06,20.79,0.023129921259842368,6802600.0,140380000.0,2445000000.0,9799000000.0,0.05784296687116564,57.40111410009234,2014-09-30 00:00:00,2014-10-31 00:00:00,47.84051795563925,8.124835160850267,29.274745527384745,4.403399246135313
sh600055,2015-04-14,34.1,35.5,32.58,33.49,-0.025320139697322386,6876900.0,236810000.0,7248999999.999999,7248999999.999999,0.03177091750586288,211.8356330052984,2014-12-31 00:00:00,2015-03-28 00:00:00,282.1398483572031,9.797482611589349,211.18678269643087,10.855310285544254
sh600056,2015-04-14,19.0,19.25,18.47,18.66,-0.013220518244315138,37461800.0,705340000.0,18328000000.0,18893000000.0,0.03814039655172414,159.60686333898306,2014-12-31 00:00:00,2015-03-31 00:00:00,34.340735178825774,1.0580223781371976,18.99141925746196,3.796946774579175
sh600057,2015-04-14,15.66,15.87,15.35,15.46,-0.02706104468219006,21785200.0,339630000.0,4486000000.0,16019999999.999998,0.0750778403923317,87.61428648255801,2014-09-30 00:00:00,2014-10-30 00:00:00,30.58907180393654,0.30082691038086984,-2.6041048176899597,6.603086876915905
sh600058,2015-04-14,22.3,23.18,21.98,22.4,-0.003558718861210064,27102300.0,612760000.0,24011000000.0,24011000000.0,0.025283891549706384,106.82246975069287,2014-12-31 00:00:00,2015-03-28 00:00:00,111.6752587296231,0.1743243018258436,-14.177159922544925,2.715057148896554
sh600059,2015-04-14,12.67,12.67,12.0,12.23,-0.033965244865718724,39993600.0,493840000.0,9888000000.0,9888000000.0,0.04946619417475728,96.07631966502893,2014-09-30 00:00:00,2014-10-28 00:00:00,100.92934595806312,7.731789105789062,-79.38422162080177,2.7532776616034638
sh600060,2015-04-14,22.92,22.92,21.78,21.93,-0.040682414698162694,40895400.0,909870000.0,28695000000.0,28695000000.0,0.03125409032932567,116.38737770741162,2014-09-30 00:00:00,2014-10-29 00:00:00,20.86630411709204,0.9922760769267162,18.776613294340848,2.775518327811493
sh600061,2015-04-14,30.0,30.12,28.8,29.35,-0.03167271527548654,21981200.0,646280000.0,12594000000.0,108423000000.0,0.05122663331745276,167.848598533622,2014-09-30 00:00:00,2014-10-31 00:00:00,-790.2088280224483,3.036358824775518,113.4700503769834,21.709126869899375
sh600063,2015-04-14,7.27,7.96,7.27,7.96,0.09944751381215466,133904600.0,1039210000.0,11923000000.0,11923000000.0,0.08939701551622914,104.8048818250907,2014-12-31 00:00:00,2015-03-25 00:00:00,66.30575631978945,2.8896394691746212,14.60377394657651,3.2315816412974403
sh600064,2015-04-14,28.47,28.58,27.7,27.89,-0.026187150837988837,11438100.0,320130000.0,14397000000.0,14397000000.0,0.02215799187330694,177.23476932479525,2014-12-31 00:00:00,2015-03-28 00:00:00,23.062067891456703,4.280128014998253,11.088337937130591,1.7026915057832452
sh600066,2015-04-14,30.95,31.25,30.78,30.87,-0.01342281879194629,16107500.0,498370000.0,38429000000.0,45605000000.0,0.01293914816935127,693.5363695786757,2014-12-31 00:00:00,2015-03-31 00:00:00,17.455737237718637,1.772571344704662,14.228245579426515,4.220964698952373
sh600067,2015-04-14,10.41,10.57,10.09,10.25,-0.021012416427889313,68169100.0,702510000.0,12278000000.0,12278000000.0,0.0569093724547972,202.25655952994742,2014-09-30 00:00:00,2014-10-30 00:00:00,38.49217915318748,1.7567436472488016,-60.035994648564056,2.3940550394934763
sh600068,2015-04-14,10.47,10.96,10.32,10.89,0.041108986615678855,401815600.0,4306140000.0,45178000000.0,50146000000.0,0.09685625490282881,59.10777693057635,2014-12-31 00:00:00,2015-03-31 00:00:00,21.92664540446506,0.700310779789301,43.74530511245637,2.4178744197323425
sh600069,2015-04-14,5.92,5.97,5.84,5.89,-0.0033840947546531774,29309400.0,172960000.0,4861000000.0,4861000000.0,0.03551375560584242,29.120170383937346,2014-12-31 00:00:00,2015-03-21 00:00:00,-6.979904686802598,1.6176575574860501,-1846.9738318792909,5.526618834852661
sh600070,2015-04-14,15.14,15.28,14.8,14.96,-0.009271523178807861,9286200.0,139100000.0,4104000000.0,4104000000.0,0.03385028070175439,110.05471408224905,2014-12-31 00:00:00,2015-03-31 00:00:00,-62.51854452147822,4.257531718753601,-317.0499099290028,4.224582893037288
sh600071,2015-04-14,24.48,24.98,22.9,23.07,-0.04313562836997098,11045600.0,261890000.0,5478000000.0,5478000000.0,0.04651734063526834,132.9184294997759,2014-09-30 00:00:00,2014-10-31 00:00:00,-122.4576675889404,6.44200168893923,-126.62629624247026,9.866081108871656
sh600072,2015-04-14,18.51,18.69,17.59,17.92,-0.027672273467172936,16280300.0,295780000.0,8573000000.0,8573000000.0,0.03403044161903651,74.98330757106856,2014-09-30 00:00:00,2014-10-17 00:00:00,-51.926439912732654,8.8050552942264,-61.29898309369186,8.045755743209467
sh600073,2015-04-14,13.99,14.21,13.78,13.9,-0.0007189072609633529,38172300.0,532530000.0,11436000000.0,13034000000.0,0.046396901888772296,42.01123737709686,2014-12-31 00:00:00,2015-03-31 00:00:00,98.19088590784182,1.2307309807128515,82.13916383513072,4.248992163513444
sh600074,2015-04-14,12.57,12.57,12.01,12.1,-0.038155802861685295,50254000.0,612060000.0,10841000000.0,27297000000.000004,0.05609015773452634,122.35741611993721,2014-12-31 00:00:00,2015-01-26 00:00:00,410.34959609511696,14.657881459996284,159.61558352205884,17.38192985740574
sh600075,2015-04-14,9.87,10.5,9.73,10.03,0.013131313131313105,23673800.0,238210000.0,4399000000.0,4399000000.0,0.05397777085701295,73.01391397270386,2014-12-31 00:00:00,2015-03-28 00:00:00,111.30093724981845,1.0158021745451804,6.0589069310703305,2.8134986726672917
sh600077,2015-04-14,9.19,9.28,8.94,9.01,-0.03739316239316237,34812700.0,315960000.0,9830000000.0,12074000000.0,0.031908690437436424,73.45736994188084,2014-09-30 00:00:00,2014-10-30 00:00:00,5.862339142505643,0.5152734542942429,-1.123857657326317,0.8160599339682638
sh600078,2015-04-14,9.55,9.78,9.38,9.68,0.014675052410901612,35582400.0,342000000.0,6414000000.0,6414000000.0,0.05370090926099158,58.43029210893631,2014-12-31 00:00:00,2015-03-25 00:00:00,288.2751891683528,2.4710260680901253,24.412122789753262,3.613136065315741
sh600079,2015-04-14,35.87,36.52,35.01,35.05,-0.02204241071428592,17183800.0,613820000.0,17733000000.0,22538000000.0,0.033964483730897194,228.26832879758314,2014-12-31 00:00:00,2015-03-25 00:00:00,41.02441611304342,2.6282775583485143,36.86783153981864,3.924247047614488
sh600080,2015-04-14,13.8,13.93,13.4,13.7,-0.007246376811594346,13060600.0,178340000.0,4183000000.0,4183000000.0,0.04277557255558212,69.39352930298385,2014-09-30 00:00:00,2014-10-25 00:00:00,92.77952167744442,6.4650243739257,93.41940735619882,4.0015469137047965
sh600081,2015-04-14,20.88,22.26,20.21,22.09,0.057950191570881326,11535200.0,246810000.0,6927000000.0,6927000000.0,0.0367854147538617,195.6825236525534,2014-12-31 00:00:00,2015-03-28 00:00:00,34.769052899577936,1.4395084547410486,19.48688777084739,7.1356522817060295
sh600082,2015-04-14,9.27,9.34,9.0,9.18,-0.017130620985010725,33207900.0,304550000.0,5783000000.0,5931000000.0,0.05271459830537783,54.905914635472904,2014-09-30 00:00:00,2014-10-30 00:00:00,82.57264075542346,5.939057681224584,-71.14689981309785,3.3705302761606575
sh600084,2015-04-14,7.88,7.88,7.62,7.7,-0.022842639593908642,19164900.0,148270000.0,6236000000.0,8653000000.0,0.02366416452854394,55.27023648954631,2014-12-31 00:00:00,2015-03-17 00:00:00,825.6476307644614,16.530003723569386,-23.127606903778116,3.5545955693566533
sh600085,2015-04-14,32.88,34.13,31.99,33.89,0.06740157480314957,40935100.0,1365760000.0,46479000000.0,46479000000.0,0.02984768473934465,362.62977693284256,2014-12-31 00:00:00,2015-03-24 00:00:00,58.18967249232673,4.587883227871093,63.845847662188056,8.051814412899919
sh600088,2015-04-14,27.88,27.99,26.7,27.04,-0.029084380610412963,9895400.0,269540000.0,8962000000.0,8962000000.0,0.029856239232314216,79.63483632644284,2014-09-30 00:00:00,2014-10-31 00:00:00,151.6049432381474,9.714853643209002,-2256.9029685393116,7.966132820778648
sh600089,2015-04-14,17.8,17.98,16.8,16.86,0.0017825311942960553,279390400.0,4831950000.0,53377000000.0,54629000000.0,0.08825003548344793,556.0008268262318,2014-09-30 00:00:00,2014-10-29 00:00:00,32.46091364655549,1.4982202446200106,20.559454755197567,2.7928521670135913
sh600091,2015-04-14,8.96,9.28,8.63,8.78,-0.012373453318335392,12981000.0,116040000.0,2955000000.0,2955000000.0,0.0385696040609137,22.857901061422595,2014-09-30 00:00:00,2014-10-31 00:00:00,-20.128500851780043,122.22300538093367,-45.8435984280823,8.504862502852468
sh600093,2015-04-14,18.67,18.7,17.97,18.06,-0.05097214923804527,20434200.0,373190000.0,5823000000.0,5823000000.0,0.06337655023183925,96.12443772875925,2014-12-31 00:00:00,2015-03-28 00:00:00,166.80364591631377,14.593081324225876,63.060313825807434,12.873087944234896
sh600094,2015-04-14,17.4,18.17,16.87,17.75,-0.0016872890888639525,7761000.0,135870000.0,23303000000.0,35705000000.0,0.005911588636656225,94.93509051414806,2014-12-31 00:00:00,2015-03-21 00:00:00,98.53206895475125,6.326543274935698,-12.90800854199921,6.138611353888476
sh600095,2015-04-14,12.67,12.67,12.27,12.43,-0.019716088328075698,25952300.0,322200000.0,4491000000.0,4491000000.0,0.07182967913604987,41.07759297731946,2014-12-31 00:00:00,2015-03-25 00:00:00,387.84356047850247,10.201860850682268,146.28690443421826,6.298160040056672
sh600096,2015-04-14,15.9,16.25,15.6,15.95,0.012698412698412653,18277000.0,289770000.0,8314000000.0,18009000000.0,0.035063525378878996,37.093558872118315,2014-12-31 00:00:00,2015-03-31 00:00:00,-6.970773012838024,0.3304834608360627,-44.705420707438755,3.256951191472384
sh600097,2015-04-14,17.95,18.98,17.82,18.39,0.0233722871452422,4733600.0,87630000.0,3726000000.0,3726000000.0,0.023363098228663448,25.81326531443084,2014-09-30 00:00:00,2014-10-30 00:00:00,93.42632837776414,8.829116030271003,2867.1570083490356,8.469098773543136
sh600098,2015-04-14,10.38,11.22,10.25,10.85,0.045279383429672304,65292800.0,700850000.0,26445000000.0,29579000000.000004,0.02678868897712233,54.11599366668324,2014-09-30 00:00:00,2014-10-30 00:00:00,24.393821915496716,1.550818976554702,9.653653229743954,2.130806500042542
sh600099,2015-04-14,13.9,13.9,13.27,13.37,-0.04088952654232425,9997600.0,135020000.0,2930000000.0,2930000000.0,0.04562044778156996,36.48209169103944,2014-12-31 00:00:00,2015-03-26 00:00:00,1000.1497917401593,8.187120942175452,-129.37877313704712,6.237952130599669
sh600100,2015-04-14,18.5,18.8,17.98,18.33,-0.028101802757158012,113891700.0,2096830000.0,37947000000.0,54328000000.0,0.055014490236382316,375.042802324202,2014-09-30 00:00:00,2014-10-31 00:00:00,-238.92226154815776,1.7124023778088646,38.04749842497891,3.764612768821058
sh600101,2015-04-14,11.84,12.3,11.71,12.12,0.02624894157493629,18451900.0,221770000.0,3929000000.0,3929000000.0,0.05691957953677781,65.06827771228095,2014-12-31 00:00:00,2015-03-27 00:00:00,40.30300410345769,3.1561234263000917,21.57132508805622,2.1554602592350003
sh600103,2015-04-14,5.93,6.3,5.93,6.08,0.04647160068846823,97832300.0,600940000.0,6456000000.0,6456000000.0,0.09213450805452293,25.06113660966602,2014-12-31 00:00:00,2015-03-20 00:00:00,236.05215063145366,3.405978529890202,52.852519135707226,5.190539247776177
sh600104,2015-04-14,25.57,25.88,25.34,25.57,0.0,99656600.0,2548760000.0,281925000000.0,281925000000.0,0.009038642411989005,178.82395378939844,2014-12-31 00:00:00,2015-04-03 00:00:00,10.078265198295878,0.44814482414285334,12.108142714137026,1.788125642924526
sh600105,2015-04-14,12.46,13.09,12.32,12.92,0.03525641025641013,20240000.0,257330000.0,4922000000.0,4922000000.0,0.053128971962616824,53.1985709771331,2014-12-31 00:00:00,2015-03-31 00:00:00,34.31351718862873,2.5517202287621132,27.40969862060479,2.9015151208912227
sh600106,2015-04-14,9.55,10.38,9.53,10.37,0.09503695881731766,71013800.0,715000000.0,9413000000.0,9413000000.0,0.07823362434930416,51.25189179929816,2014-09-30 00:00:00,2014-10-30 00:00:00,31.202091960238434,26.972645120319207,14.404796319608172,3.3600226229644723
sh600108,2015-04-14,10.46,10.9,10.3,10.71,0.02390057361376674,198514100.0,2095740000.0,20852000000.0,20852000000.0,0.10196077167657779,102.66137300161218,2014-09-30 00:00:00,2014-10-31 00:00:00,64.81878417640978,9.481155185832444,71.46436932885055,4.638001317117022
sh600109,2015-04-14,27.29,28.08,26.8,27.97,0.023043160204827995,208528000.0,5721230000.0,79347000000.0,79347000000.0,0.07350659961939329,235.5495461486779,2014-12-31 00:00:00,2015-03-16 00:00:00,94.85688907255137,39.041529776523504,27.472774326614786,8.040078140420027
sh600110,2015-04-14,9.12,9.17,8.86,8.92,-0.018701870187018743,70406100.0,632090000.0,10261000000.0,10261000000.0,0.061204796023779366,125.02855394923,2014-09-30 00:00:00,2014-10-30 00:00:00,-184.18670472817448,5.072783778471644,-68.81637033853387,5.23378281582951
sh600111,2015-04-14,28.99,29.3,28.23,28.7,-0.009661835748792313,88587500.0,2550220000.0,42461000000.0,69513000000.0,0.05987756411766091,370.2832384052684,2014-12-31 00:00:00,2015-04-03 00:00:00,108.10200007533243,11.907285806805742,99.68081300643586,8.371227478627121
sh600112,2015-04-14,23.09,23.16,22.35,22.68,-0.02619149849720903,37399700.0,853120000.0,11549000000.0,11549000000.0,0.07344576985020349,91.51607247170321,2014-09-30 00:00:00,2014-10-30 00:00:00,-10165.83823930068,24.3522282753176,-461.3316201920145,9.519669846837232
sh600113,2015-04-14,14.35,15.42,14.01,15.19,0.050484094052558603,24663000.0,359860000.0,4840000000.0,4840000000.0,0.07740309297520662,62.35586430810468,2014-12-31 00:00:00,2015-03-13 00:00:00,288.6024689190689,10.89757774587313,101.79200505687584,8.2393844098498
sh600114,2015-04-14,18.59,18.59,17.93,18.14,-0.009825327510917026,6639500.0,120590000.0,4320000000.0,6843000000.000001,0.027879752314814817,67.81758017496239,2014-12-31 00:00:00,2015-02-17 00:00:00,55.46425140032094,5.5601615737888626,34.652363452864385,4.958922776644374
sh600116,2015-04-14,19.4,21.29,19.28,21.29,0.10025839793281643,29974300.0,621190000.0,5696000000.0,7047000000.0,0.11203526106039324,41.21743963970419,2014-09-30 00:00:00,2014-10-30 00:00:00,44.0433211227084,4.594460433036539,18.53411913441082,4.731286409296642
sh600118,2015-04-14,34.38,34.87,33.76,34.59,0.004938988959907187,33958300.0,1168800000.0,40902000000.0,40902000000.0,0.0287178523544081,566.319265582695,2014-12-31 00:00:00,2015-03-20 00:00:00,114.78122986046057,8.769597801853545,175.70601030071143,9.507290103304532
sh600119,2015-04-14,25.5,25.5,24.78,24.86,-0.025862068965517238,18221900.0,455900000.0,7642000000.0,7642000000.0,0.05927720936927505,71.8600188385238,2014-12-31 00:00:00,2015-03-27 00:00:00,187.50942826972394,5.004162754858023,347.4590484709566,9.826824939422329
sh600120,2015-04-14,37.78,37.78,36.32,36.64,-0.020058839261834716,9553200.0,351020000.0,18521000000.0,18521000000.0,0.01889904691971276,635.1118095506755,2014-12-31 00:00:00,2015-04-03 00:00:00,30.02953778771477,1.7601142921376596,-87.0042196096683,4.472269184710455
sh600121,2015-04-14,7.68,7.94,7.6,7.64,-0.014193548387096855,22844800.0,177360000.0,5335000000.0,7756999999.999999,0.032714952577319587,31.054799224693816,2014-09-30 00:00:00,2014-10-30 00:00:00,-43.898478725921834,0.4293224722802184,14.461786876849395,1.9933778650453229
sh600122,2015-04-14,11.99,12.27,11.71,12.05,-0.001657000828500399,52328200.0,625410000.0,13740000000.0,13813999999.999998,0.0458919075691412,70.02665313402295,2014-12-31 00:00:00,2015-03-27 00:00:00,37.66472456302667,0.7907062811607173,33.71280051254647,1.7302054091246577
sh600123,2015-04-14,11.35,11.36,11.02,11.12,-0.01679929266136171,53670400.0,601320000.0,12703000000.0,12703000000.0,0.046982196961347714,77.95707172166861,2014-09-30 00:00:00,2014-10-28 00:00:00,66.90298817900512,2.2964575877021987,43.56637623057487,1.3353991047336744
sh600125,2015-04-14,12.4,13.85,12.33,13.46,0.0691024622716443,130080300.0,1728420000.0,17572000000.0,17572000000.0,0.09964038458911906,210.49024194027172,2014-12-31 00:00:00,2015-03-19 00:00:00,51.43388082031108,2.9755038998300702,30.3460476637838,3.7506358645978444
sh600126,2015-04-14,11.96,12.33,11.7,12.27,0.02849958088851623,55139700.0,664040000.0,10294000000.0,10294000000.0,0.06572412269283077,48.11831663840837,2014-09-30 00:00:00,2014-10-25 00:00:00,177.78241822822937,0.6344421232183317,11.503837140074543,3.069228927245273
sh600127,2015-04-14,8.0,8.28,7.8,8.04,0.006257822277847103,48289100.0,390330000.0,4377000000.0,5160000000.0,0.08870101987662782,41.64635892432644,2014-12-31 00:00:00,2015-04-10 00:00:00,420.10659421047114,3.069739205800431,-210.2565443656999,5.692873711668689
sh600128,2015-04-14,17.85,18.34,17.45,17.79,-0.005033557046979831,9637200.0,173180000.0,4390000000.0,4390000000.0,0.03905371025056947,51.54854366539527,2014-09-30 00:00:00,2014-10-31 00:00:00,63.899827536071285,1.1119535212177174,148.8002909544681,3.0259369680961887
sh600130,2015-04-14,8.28,9.09,8.2,8.81,0.06658595641646503,65029700.0,570150000.0,6766000000.0,6766000000.0,0.08467508971327226,53.69024183728137,2014-12-31 00:00:00,2015-03-31 00:00:00,91.00017559625257,4.221465457056293,-57.58282842147232,7.530165535432378
